#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        5237     3.72101     3.29566   0.0111009
        5238      3.0842     3.29562   0.0110988
        5239     2.91444     3.29555    0.011097
        5240     2.91725     3.29547   0.0110951
        5241     2.78981     3.29538   0.0110934
        5242     3.00338     3.29532   0.0110914
        5243     3.41908     3.29535   0.0110893
        5244     3.41869     3.29537   0.0110872
        5245     3.64819     3.29544   0.0110853
        5246     3.78382     3.29553   0.0110836
        5247     3.21889     3.29552   0.0110815
        5248     3.33343     3.29552   0.0110794
        5249     3.70106      3.2956   0.0110775
        5250     3.04486     3.29555   0.0110755
        5251     3.05286     3.29551   0.0110735
        5252     3.93818     3.29563   0.0110721
        5253     3.41529     3.29565     0.01107
        5254     2.96058     3.29559   0.0110681
        5255      2.4322     3.29542   0.0110672
        5256     2.87401     3.29534   0.0110654
        5257     2.94249     3.29528   0.0110635
        5258     2.85546     3.29519   0.0110617
        5259     1.98355     3.29494   0.0110624
        5260     2.15506     3.29473   0.0110624
        5261       1.827     3.29445   0.0110638
        5262      1.6292     3.29413   0.0110663
        5263      2.0791      3.2939   0.0110666
        5264     2.29648     3.29371   0.0110661
        5265     2.35971     3.29353   0.0110654
        5266     3.17044     3.29351   0.0110633
        5267     3.06464     3.29347   0.0110613
        5268     3.19568     3.29345   0.0110592
        5269     3.15336     3.29342   0.0110572
        5270      3.1434     3.29339   0.0110551
        5271      3.7701     3.29348   0.0110534
        5272     3.16268     3.29346   0.0110513
        5273     3.42713     3.29348   0.0110492
        5274     3.43987     3.29351   0.0110472
        5275     3.06376     3.29347   0.0110452
        5276     2.87488     3.29339   0.0110434
        5277     3.23257     3.29338   0.0110413
        5278     3.30368     3.29338   0.0110392
        5279     3.05573     3.29333   0.0110372
        5280     2.98881     3.29328   0.0110352
        5281     3.03673     3.29323   0.0110333
        5282     2.63216      3.2931   0.0110319
        5283     2.36674     3.29293   0.0110312
        5284     2.92716     3.29286   0.0110293
        5285     3.24498     3.29285   0.0110272
        5286     2.86972     3.29277   0.0110254
        5287     2.53908     3.29263   0.0110243
        5288     2.41558     3.29246   0.0110234
        5289      2.2599     3.29226   0.0110231
        5290     2.59772     3.29213   0.0110218
        5291     3.13997      3.2921   0.0110197
        5292      2.7287       3.292   0.0110182
        5293     3.05417     3.29195   0.0110162
        5294     3.15269     3.29193   0.0110141
        5295     3.37048     3.29194   0.0110121
        5296      3.6928     3.29202   0.0110102
        5297      3.5193     3.29206   0.0110082
        5298     3.12413     3.29203   0.0110062
        5299     3.30691     3.29203   0.0110041
        5300     3.25846     3.29202   0.0110021
        5301     3.41541     3.29205       0.011
        5302     3.22596     3.29204   0.0109979
        5303     3.21144     3.29202   0.0109959
        5304     3.78638     3.29211   0.0109942
        5305     3.60288     3.29217   0.0109923
        5306     3.11984     3.29214   0.0109903
        5307     2.40691     3.29197   0.0109894
        5308     2.88709      3.2919   0.0109876
        5309     3.04321     3.29185   0.0109857
        5310     3.47299     3.29188   0.0109837
        5311     3.26364     3.29188   0.0109816
        5312     3.35273     3.29189   0.0109795
        5313     3.01365     3.29184   0.0109776
        5314     2.61486     3.29171   0.0109763
        5315     2.75495     3.29161   0.0109747
        5316     2.18276      3.2914   0.0109746
        5317     1.92328     3.29114   0.0109755
        5318     2.50989       3.291   0.0109745
        5319     2.65331     3.29088    0.010973
        5320     2.81219     3.29079   0.0109713
        5321      3.2448     3.29078   0.0109693
        5322     3.56306     3.29083   0.0109673
        5323     4.27271     3.29101   0.0109668
        5324     3.27784     3.29101   0.0109648
        5325     3.30739     3.29101   0.0109627
        5326     3.19946       3.291   0.0109607
        5327     2.58056     3.29086   0.0109594
        5328     3.03332     3.29082   0.0109575
        5329     2.22238     3.29061   0.0109573
        5330     3.07732     3.29057   0.0109553
        5331     2.72755     3.29047   0.0109537
        5332     2.85083     3.29039    0.010952
        5333     3.02593     3.29034     0.01095
        5334     2.77433     3.29024   0.0109484
        5335     2.49286     3.29009   0.0109474
        5336     2.52334     3.28995   0.0109463
        5337     2.80511     3.28986   0.0109446
        5338     2.51849     3.28971   0.0109435
        5339      2.4971     3.28956   0.0109425
        5340     2.51035     3.28942   0.0109414
        5341     2.44739     3.28926   0.0109405
        5342     2.82451     3.28917   0.0109388
        5343     2.59022     3.28904   0.0109375
        5344     3.19588     3.28902   0.0109355
        5345     3.78282     3.28912   0.0109338
        5346     3.52106     3.28916   0.0109319
        5347     2.57849     3.28903   0.0109306
        5348      2.2755     3.28884   0.0109302
        5349     2.32947     3.28866   0.0109297
        5350     2.21744     3.28846   0.0109294
        5351     2.25418     3.28827   0.0109291
        5352     2.66808     3.28815   0.0109277
        5353     3.06879     3.28811   0.0109257
        5354     2.38056     3.28794    0.010925
        5355     2.95752     3.28788   0.0109231
        5356     3.36269     3.28789   0.0109211
        5357     3.22091     3.28788   0.0109191
        5358     3.58526     3.28793   0.0109172
        5359     3.29853     3.28794   0.0109151
        5360     3.04329     3.28789   0.0109132
        5361     2.51303     3.28775   0.0109121
        5362     3.40016     3.28777   0.0109101
        5363     3.56514     3.28782   0.0109082
        5364     2.99441     3.28776   0.0109063
        5365     2.66041     3.28765   0.0109049
        5366     3.07655     3.28761   0.0109029
        5367     3.16355     3.28758   0.0109009
        5368     3.12594     3.28755   0.0108989
        5369      3.8029     3.28765   0.0108973
        5370     3.72882     3.28773   0.0108956
        5371     3.77327     3.28782   0.0108939
        5372     3.08851     3.28779    0.010892
        5373     2.80289      3.2877   0.0108903
        5374     2.60238     3.28757    0.010889
        5375     2.69884     3.28746   0.0108876
        5376     2.76953     3.28736    0.010886
        5377     2.90113     3.28729   0.0108842
        5378     3.34282      3.2873   0.0108822
        5379     3.81019      3.2874   0.0108806
        5380     4.56197     3.28763   0.0108811
        5381     3.68914     3.28771   0.0108794
        5382     3.97971     3.28784   0.0108781
        5383     4.19515     3.28801   0.0108774
        5384     4.26507     3.28819   0.0108769
        5385     3.61024     3.28825    0.010875
        5386     3.13053     3.28822    0.010873
        5387     2.95038     3.28816   0.0108712
        5388     3.93813     3.28828   0.0108699
        5389     3.65067     3.28834   0.0108681
        5390     3.38824     3.28836   0.0108661
        5391     3.10051     3.28833   0.0108641
        5392     3.70192      3.2884   0.0108623
        5393     3.39576     3.28842   0.0108604
        5394        3.53     3.28847   0.0108584
        5395     3.13846     3.28844   0.0108565
        5396     3.27042     3.28844   0.0108544
        5397     3.03479     3.28839   0.0108525
        5398     2.83077     3.28831   0.0108509
        5399     2.70841      3.2882   0.0108494
        5400     2.93054     3.28813   0.0108476
        5401       2.827     3.28805   0.0108459
        5402     3.14897     3.28802   0.0108439
        5403     4.19791     3.28819   0.0108432
        5404     4.40881      3.2884   0.0108432
        5405     4.20644     3.28857   0.0108425
        5406     3.82658     3.28867    0.010841
        5407     2.93525      3.2886   0.0108392
        5408     3.94751     3.28872   0.0108378
        5409     2.97991     3.28867    0.010836
        5410     3.36947     3.28868    0.010834
        5411     3.75044     3.28877   0.0108323
        5412      3.5737     3.28882   0.0108305
        5413     4.45222     3.28903   0.0108306
        5414      3.8411     3.28914   0.0108291
        5415     4.24686     3.28931   0.0108285
        5416     3.91994     3.28943   0.0108271
        5417     4.06343     3.28957   0.0108261
        5418     3.26905     3.28957   0.0108241
        5419      2.8228     3.28948   0.0108224
        5420      2.3795     3.28931   0.0108217
        5421     2.49543     3.28917   0.0108207
        5422      2.3008     3.28899   0.0108203
        5423     2.43596     3.28883   0.0108194
        5424     2.31729     3.28865   0.0108189
        5425     2.40499     3.28849   0.0108181
        5426     3.05168     3.28844   0.0108162
        5427     2.37302     3.28827   0.0108156
        5428     2.15683     3.28807   0.0108156
        5429     1.81283     3.28779    0.010817
        5430     1.61411     3.28749   0.0108194
        5431     2.19152     3.28728   0.0108193
        5432      2.1236     3.28707   0.0108194
        5433     2.69471     3.28696    0.010818
        5434     2.70471     3.28685   0.0108165
        5435     2.19631     3.28665   0.0108164
        5436     2.46997      3.2865   0.0108154
        5437     2.10567     3.28628   0.0108156
        5438     1.94329     3.28604   0.0108165
        5439     1.71971     3.28575   0.0108183
        5440     2.05329     3.28552   0.0108187
        5441     2.55664     3.28539   0.0108175
        5442     2.50971     3.28525   0.0108165
        5443     2.86371     3.28517   0.0108148
        5444     3.18279     3.28515   0.0108128
        5445     3.62906     3.28521    0.010811
        5446     3.20576      3.2852    0.010809
        5447     3.11451     3.28517   0.0108071
        5448     2.29003     3.28499   0.0108066
        5449     2.16002     3.28478   0.0108066
        5450     2.50535     3.28464   0.0108056
        5451     2.37977     3.28447   0.0108049
        5452     2.88626      3.2844   0.0108031
        5453     3.32067      3.2844   0.0108012
